id_partL1,num_level,id_part,num_itemMatCost,num_itemCost,num_inv,num_poCost
ENC1537,1,ENC1537,1081.206667,0.0,1087.812,1267.769904
218D8656P001,1,218D8656P001,5200.0,0.0,5234.32,5332.318281
113T0596G0006,1,113T0596G0006,4300.0,0.0,2473.36,0.0
139E4882G010,1,139E4882G010,235192.435,0.0,236744.7051,268406.785
115T6696G0016,1,115T6696G0016,1641208.7219999998,0.0,826020.3496,0.0
177D9583G006,1,177D9583G006,0.0,0.0,0.0,0.0
177D9583G006,1,177D9583G006,20852.61,0.0,20990.2372,0.0
314B7170G025,1,314B7170G025,217517.621,0.0,218953.2373,291911.5319
314B7170G025,1,314B7170G025,0.0,0.0,0.0,291911.5319
106T3531G0003,1,106T3531G0003,68362.6548,0.0,45875.89887,84313.40455
120T9728G0001,1,120T9728G0001,0.0,0.0,0.0,0.0
106T0861G0001,1,106T0861G0001,0.0,0.0,0.0,0.0
106T0922G0002,1,106T0922G0002,0.0,0.0,0.0,0.0
102T2488G001,1,102T2488G001,1024.6,0.0,1031.3624,0.0
119E1899G001,1,119E1899G001,51585.9359,0.0,51898.1797,66092.34667
207C3451G001,1,207C3451G001,190.2856,0.0,191.50953330000002,0.0
119E7124G001,1,119E7124G001,8617.624067,0.0,8672.199333,0.0
103E3319G001,1,103E3319G001,10943.26773,0.0,11011.54987,0.0
241C2820G002,1,241C2820G002,21618.0,0.0,17408.54304,0.0
158T7001P001,1,158T7001P001,4345.0,0.0,2499.244,0.0
109E9652G008,1,109E9652G008,16096.586930000001,0.0,16197.743330000001,0.0
111T3058G0001,1,111T3058G0001,62520.9461,0.0,35962.04817,0.0
328A9847G002,1,328A9847G002,34349.6718,0.0,34557.04627,0.0
91026620G019WOB,1,91026620G019WOB,252780.6108,0.0,254448.9628,0.0
101T1200G001,1,101T1200G001,0.0,0.0,0.0,0.0
113T6854G0001,1,113T6854G0001,33714.0,0.0,19392.2928,0.0
101T1200G001,1,101T1200G001,6050.0,0.0,6089.93,0.0
143E4239G003,1,143E4239G003,0.0,0.0,0.0,1813.4443600000002
143E4239G003,1,143E4239G003,1815.07,0.0,1827.0495,1813.4443600000002
143E4675G001,1,143E4675G001,0.0,0.0,0.0,0.0
146E4344G001,1,146E4344G001,0.0,0.0,0.0,0.0
323E1424G002,1,323E1424G002,0.0,0.0,0.0,0.0
101T1748G001,1,101T1748G001,0.0,0.0,0.0,0.0
103E8131G006,1,103E8131G006,8781.385667,0.0,8825.2926,0.0
100T0911G001,1,100T0911G001,0.0,0.0,0.0,0.0
224B9190G001,1,224B9190G001,0.0,0.0,0.0,0.0
143E3933G001,1,143E3933G001,0.0,0.0,0.0,1422.975846
108T8421P001,1,108T8421P001,0.0,0.0,0.0,0.0
801L0191G050,1,801L0191G050,0.0,0.0,0.0,0.0
111T1363G0001,1,111T1363G0001,0.0,0.0,0.0,0.0
102T5390G001,1,102T5390G001,0.0,0.0,0.0,0.0
104T8619G001,1,104T8619G001,0.0,0.0,0.0,0.0
109L5279G001,1,109L5279G001,64970.0,0.0,43599.20133,0.0
108T4232G0001,1,108T4232G0001,0.0,0.0,0.0,0.0
109T1509G0001,1,109T1509G0001,0.0,0.0,0.0,0.0
107T6985P0003,1,107T6985P0003,0.0,0.0,0.0,0.0
116E2935G003,1,116E2935G003,131743.1714,0.0,132560.402,1.0
103T9071G0001,1,103T9071G0001,112058.1,0.0,90238.1468,1.0
146E3493G001,1,146E3493G001,23276.0,0.0,15619.747730000001,0.0
106L2290G018,1,106L2290G018,23780.6758,0.0,23937.6283,1.0
110E1187G111,1,110E1187G111,0.0,0.0,0.0,0.0
104T1688G0007,1,104T1688G0007,0.0,0.0,0.0,0.0
104T1688G0018,1,104T1688G0018,0.0,0.0,0.0,0.0
141E2351G001,1,141E2351G001,0.0,0.0,0.0,0.0
109T0429G0001,1,109T0429G0001,0.0,0.0,0.0,0.0
101T3575G001,1,101T3575G001,0.0,0.0,0.0,0.0
131E4611G001,1,131E4611G001,2260.533333,0.0,2271.8360000000002,0.0
