tParent,ebomL1,itemMaterialCost,bomQty,totalCost
367A5778G002,224B9190G002,4.17,9.0,26.336666669
367A5785G009,100T4144G002,5590.720000000001,5510.0,7890.000001499993
367A5785G009,108L4955G001,32416.66666667,50.0,49866.66666668
367A5785G009,241C2882G014,171273.00166667035,8470.0,291117.17766667047
367A5786G009,101T3568G001,4998.750000000001,16.0,4998.750000000001
367A5786G009,110T6093G0004,80800.0,14.0,80800.0
367A5786G009,111L4183G001,150984.75,15.0,150984.75
367A5786G009,112L1362G0018,24222.332019992995,7251.0,38546.744238440995
367A5786G009,112T7200G0002,20872.45823999699,9342.0,29725.35114056701
367A5786G009,114T7350G0001,25324.350799995005,4767.0,37782.17329998601
367A5786G009,143E4615G007,3310584.6006666715,5015.0,4511677.726833364
367A5786G009,241C2882G014,85636.50083333503,4235.0,145558.58883333503
367A5786G009A,101T3568G001,4998.750000000001,16.0,4998.750000000001
367A5786G009A,110T6093G0004,80800.0,14.0,80800.0
367A5786G009A,111L4183G001,100656.5,10.0,100656.5
367A5786G009A,112L1362G0018,16148.221346662018,4834.0,25697.82949229402
367A5786G009A,112T7200G0002,13914.97215999801,6228.0,19816.900760378012
367A5786G009A,114T7350G0001,16882.900533329994,3178.0,25188.11553332399
367A5786G009A,143E4615G007,1986350.7603999984,3009.0,2707006.6361000226
367A5786G009A,241C2882G014,51381.90050000098,2541.0,87335.15330000098
367A5786G010,101T3568G001,4998.750000000001,16.0,4998.750000000001
367A5786G010,110T6093G0004,80800.0,14.0,80800.0
367A5786G010,111L4183G001,100656.5,10.0,100656.5
367A5786G010,112L1362G0018,16148.221346662018,4834.0,25697.82949229402
367A5786G010,112T7200G0002,13914.97215999801,6228.0,19816.900760378012
367A5786G010,114T7350G0001,16882.900533329994,3178.0,25188.11553332399
367A5786G010,116E5252G008,1003011.9690666663,1480.0,1034476.6270000237
367A5786G010,143E4615G007,1324233.840266666,2006.0,1804671.0907333465
367A5786G010,146E1405G002,44579.502400000005,338.55200000000013,47589.73159997802
367A5786G010,241C2882G014,34254.60033333398,1694.0,58223.435533333984
367A5786G010A,101T3568G001,2499.3750000000005,8.0,2499.3750000000005
367A5786G010A,110T6093G0004,40400.0,7.0,40400.0
367A5786G010A,111L4183G001,50328.25,5.0,50328.25
367A5786G010A,112L1362G0018,8074.110673330999,2417.0,12848.914746146998
367A5786G010A,112T7200G0002,6957.486079999,3114.0,9908.450380188999
367A5786G010A,114T7350G0001,8441.450266664999,1589.0,12594.057766661997
367A5786G010A,116E5252G008,501505.98453333287,740.0,517238.3135000121
367A5786G010A,143E4615G007,662116.9201333326,1003.0,902335.5453666737
367A5786G010A,146E1405G002,22289.751200000002,169.27600000000007,23794.865799989
367A5786G010A,241C2882G014,17127.300166666995,847.0,29111.717766666996
367A5788G001,137E2242G002,14588.851866668001,341.0,36260.33183333899
367A5790G001,137E2242G002,14588.851866668001,343.0,59822.33183333899
367A5793G003,398A1185G007,20702.573333334,33.0,33663.073333334
367A5800G005,143E4239G003,2111.876366667,385.0,5008.036133334
367A5800G006,357B3716G004,87125.93333333399,10.0,87125.93333333399
367A5800G007,110T5364G001,428828.9573333359,348.0,543531.0477333434
367A5800G007,112L1281G0003,15051.469999999996,35.0,15051.469999999996
367A5800G007,112L1362G0009,20137.664920007963,19536.0,158558.8969220935
367A5800G007,112T4512G0001,713884.1354666678,128.00799999999998,563512.3126000019
367A5800G007,112T5362G0001,25509.831719993985,4992.0,29234.01408021599
367A5800G007,112T7307G0001,12555.689066667994,3752.0,18413.626266670002
367A5800G007,113T2077P001,283.53000000000003,3.0,283.53000000000003
367A5800G007,113T8680G0001,192.39,9.0,192.39
367A5800G007,119E2799G002,790559.9142000369,2744.0,1048168.6487999373
367A5800G007,119E3058G003,160481.36556668338,4473.0,409922.0547339951
367A5800G007,146E1201G001,245781.7426000075,11934.0,291296.35499989864
367A5800G007,241C2820G004,78226.27890000002,5586.0,116758.61586665503
367A5800G007,398A1183P214,85740.0,6.0,85740.0
367A5800G007,813L2181G074,28872.471999985126,13915.000399999999,70213.31966783531
367A5802G003,151D8452G010,1131.0594999989999,75.0,2514.1567999979993
367A5807G006,109E9652G008,35932.123033336,15.0,36147.50490000199
367A5807G006,119E1196G001,528.257366666,1521.0,104418.815733331
367A5810G006,196D7620G001,8057.602800001,47.0,8390.900800006
367A5810G007,196D7620G001,8057.602800001,47.0,8390.900800006
367A5812G013,101T0928G001,70872.80319999997,3292.0,170520.21119998803
367A5812G013,110T5364G002,263551.4786666678,204.0,367893.82306667196
367A5812G013,193D3970G024,10974.78,15.0,10974.840000000002
367A5812G014,101T0928G001,53154.60239999993,2469.0,127890.15839999111
367A5812G014,110T5364G002,197663.60900000102,153.0,275920.36730000394
367A5813G002,116E4414G007,92654.35446666798,80.0,94649.63440000398
367A5815G001,137E2242G002,14588.851866668001,341.0,36260.33183333899
367A5815G002,137E2242G002,14588.851866668001,341.0,36260.33183333899
367A5815G003,137E2242G002,14588.851866668001,341.0,36260.33183333899
367A5815G004,137E2242G002,14588.851866668001,341.0,36260.33183333899
367A5815G007,108L4955G001,3241.666666667,5.0,4986.666666667999
367A5815G009,125T0589G0001,29953.68954666599,8220.0,46340.93033355799
367A5815G009,372A4840P024,39307.2728,2.0,39307.2728
367A5826G004,131E5277G002,1631694.364600001,354.0,1657227.408000026
367A5826G004,204D4565G050,3564071.431700015,9507.963000000022,4083703.882980023
367A5826G006,136E6618G005,51692.299433335014,525.442,59677.47266667701
367A5832G003,241C2882G014,171273.00166667035,8470.0,291117.17766667047
367A5834G002,100T4144G002,559.072,551.0,789.00000015
367A5834G002,108L4955G001,3241.666666667,5.0,4986.666666667999
367A5834G002,133E8555G001,8756.322366664996,433.62999999999994,8977.242399995997
367A5840G007,204D1807G008,18144.2541,138.0,41923.692899999995
367A5840G007,398A1185G007,20702.573333334,33.0,33663.073333334
367A5840G014,133E8555G001,8756.322366664996,433.62999999999994,8977.242399995997
367A5840G017,133E8555G001,8756.322366664996,433.62999999999994,8977.242399995997
367A5844G004,141E3649G002,4172.726466665999,287.0,5725.464666671999
367A5858G004,100T0911G001,41.162399999,92.0,670.881799984
367A5862G001,138E5114G001,17281.856699999997,447.0,28194.2467
367A5862G001,139E6258G001,175.63,3.0,175.63
367A5862G001,196D7620G003,9282.858633333,63.0,9636.109300003
367A5862G001,224B9190G001,3.166666667,5.0,12.666666668
367A5874G007,100T1657G002,3280.5031333339994,96.0,27830.253133333994
367A5875G004,100T3605G0004,14568.4742,488.00016,8237.777637216
367A5875G004,100T3607G0005,3977.2378666669997,208.00016,5316.261367236999
367A5889G006,103T9204G0001,64.9556,67.0,75.835766667
367A5889G007,143E4239G003,4223.752733334,770.0,10016.072266667996
367A5889G008,91026620G019WOB,505561.2216,2.0,505561.2216
367A5889G008,91116715G026WOB,1366870.7178,4.0,1366870.7178
367A5889G009,120T7606P0001,121800.0,2.0,121800.0
367A5889G009,120T7606P0002,202600.0,2.0,202600.0
367A5889G009,219B6374G002,1043.0082,86.0,8693.0082
367A5892G010,100T0494G001,5801.88,9.0,6357.76
367A5892G011,108L8838G001,34417.66740000201,1006.0,36087.750733336004
367A5892G016A,109T8504G0001,532030.3417,831.1289999999999,626696.7951000001
367A5892G016B,109T8504G0001,532030.3417,831.1289999999999,626696.7951000001
367A5892G018,114T0954G0001,7089.317800000001,6.0,8234.6356
367A5906G003,100T4144G002,1677.2159999999997,1653.0,2367.0000004500002
367A5906G003,100T4149G003,459226.89199999796,1177.8489,459490.323299994
367A5906G003,108L4955G001,9725.000000001,15.0,14960.000000004
367A5906G003,112T4297P0001,12183.36,2.0,12183.36
367A5906G003,143E6721G007,276590.7708666681,4952.66,318773.51913331996
367A5906G004,100T4144G002,1118.1439999999998,1102.0,1578.0000003
367A5906G005,100T5421G004,1710243.3180666694,2733.349999999999,2053842.3392892077
367A5906G005,100T6852G011,5860723.907466672,944.0,5879484.546933325
367A5906G005,101T7359G025,6955994.437433327,3335.349999999999,7322325.654289197
367A5906G006,100T4149G003,153075.630666666,392.6163,153163.441099998
367A5907G001,137E2242G002,14588.851866668001,341.0,36260.33183333899
367A5907G002,137E2242G002,14588.851866668001,341.0,36260.33183333899
367A5921G006,146E3493G001,45648.639966667,14.0,45696.013300004
367A5921G008,146E3493G001,45648.639966667,14.0,45696.013300004
367A5930G003,103E3319G001,32811.755466666,500.00002,43862.04982379933
367A5930G003,188D8714G001,6329.782200000001,531.0,10539.136800087002
367A5930G003,207C3451G001,637.4981000010001,33.0,641.085799998
367A5930G003,328A9847G002,211654.68340000202,9.0,211654.68340000202
367A5930G003,342A1784P001,28278.64,2.0,28278.64
367A5930G004,103E3319G001,32811.755466666,500.00002,43862.04982379933
367A5930G004,188D8714G001,6329.782200000001,531.0,10539.136800087002
367A5930G004,207C3451G001,637.4981000010001,33.0,641.085799998
367A5930G004,342A1784P001,28278.64,2.0,28278.64
367A5930G005,103E3319G001,32811.755466666,500.00002,43862.04982379933
367A5930G005,188D8714G001,6329.782200000001,531.0,10539.136800087002
367A5930G005,207C3451G001,637.4981000010001,33.0,641.085799998
367A5930G005,328A9847G002,211654.68340000202,9.0,211654.68340000202
367A5930G005,342A1784P001,28278.64,2.0,28278.64
367A5934G013,108L4955G001,3241.666666667,5.0,4986.666666667999
367A5934G013,389A6631P003,24848.0,1.0,24848.0
367A5935G008,389A6631P003,24848.0,1.0,24848.0
367A5935G009,100T6006G001,6160.330399996,670.0,8682.805999975993
367A5935G009,108L4955G001,3241.666666667,5.0,4986.666666667999
367A5935G009,111L4970G001,50392.5833,5.0,50392.5833
367A5935G009,146E6501G001,101.71666666700001,10.0,131.460000001
367A5935G010,100T6006G001,6160.330399996,670.0,8682.805999975993
367A5935G010,108L4955G001,3241.666666667,5.0,4986.666666667999
367A5935G010,111L4970G001,50392.5833,5.0,50392.5833
367A5935G010,146E6501G001,101.71666666700001,10.0,131.460000001
367A5935G010,389A6631P003,49696.0,2.0,49696.0
367A5936G002,117E3816G010,236619.60656666604,1040.0,274784.509766618
367A5936G003,143E3933G001,164.789533334,628.0,2241.5274666799996
367A5939G003,100T4149G003,153075.630666666,392.6163,153163.441099998
367A5944G008,100T6370G005,231215.74720000042,8880.001279999997,312748.75279983156
367A5944G008,116E2935G003,1377216.5610666666,2392.0,1386052.3757331232
367A5944G008,133E8555G001,8756.322366664996,433.62999999999994,8977.242399995997
367A5944G008,146E6501G001,813.7333333359993,80.0,1051.6800000079993
367A5946G004,106T2731G0001,453056.6660666753,3248.04,633235.3430668002
367A5951G009,108L4955G001,3241.666666667,5.0,4986.666666667999
367A5954G001,224B9190G001,3.166666667,5.0,12.666666668
367A5954G001,324A3989G002,80286.580166667,1214.50001,102255.00628194
367A5954G002,224B9190G001,3.166666667,5.0,12.666666668
367A5954G002,324A3989G002,80286.580166667,1214.50001,102255.00628194
367A5954G006,224B9190G001,6.333333334,10.0,25.333333336
367A5954G008,116E4414G007,46327.177233334,40.0,47324.817200002
367A5954G008,238B7759G005,1008.915433333,16.0,4035.661733332
367A5958G001,137E2242G002,14588.851866668001,341.0,36260.33183333899
367A5959G008,137E2242G002,14588.851866668001,341.0,36260.33183333899
367A5959G014,100T8376G011,6153823.465899999,8866.0,12534347.58509999
367A5959G014,101T3568G001,37490.62500000008,120.0,37490.62500000008
367A5959G014,103T4560G0001,120434.61660000325,3114.0,169611.3692999909
367A5959G014,116E5252G008,5516565.829866659,8140.0,5689621.448500159
367A5959G014,120T6987G0001,44989.028040010984,15532.0,66899.79970301114
367A5959G014,143E4615G007,9931753.80199998,15045.0,13535033.180500187
367A5959G014,146E1405G002,245187.2631999997,1862.0359999999882,261743.52379987933
367A5959G014,231D2651G003,340256.2190000103,2565.0,382448.45800005016
367A5959G014,241C2882G014,256909.5025000054,12705.0,436675.76650000527
367A5959G014A,100T8376G011,3356630.9814000004,4836.0,6836916.8646
367A5959G014A,101T3568G001,24993.74999999998,80.0,24993.74999999998
367A5959G014A,103T4560G0001,80289.74440000215,2076.0,113074.2461999941
367A5959G014A,116E5252G008,3009035.9072000016,4440.0,3103429.881000076
367A5959G014A,120T6987G0001,24539.469840006,8472.0,36490.79983800601
367A5959G014A,143E4615G007,6621169.201333304,10030.0,9023355.453666773
367A5959G014A,146E1405G002,133738.50719999985,1015.6560000000004,142769.1947999342
367A5959G014A,231D2651G003,226837.47933334,1710.0,254965.63866670008
367A5959G014A,241C2882G014,171273.00166667035,8470.0,291117.17766667047
367A5967G007,100T4144G002,7827.008000000002,7714.0,11046.000002100001
367A5967G007,100T6370G005,404627.5575999991,15540.002239999994,547310.3173997046
367A5967G007,106L2290G011,324240.1232,70.0,430248.24639999995
367A5970G002,101T1200G001,20172.783599996998,7887.0,34430.266199975995
367A5970G002,101T1748G001,93.68350000199999,195.0,824.3235000419999
367A5970G002,101T1952G001,1481.7500000010002,102.0,2540.9900000280004
367A5970G002,101T2554G001,4784.766800001,45.0,4807.2368000040005
367A5970G002,101T3575G001,110.658200001,66.0,123.52820000399998
367A5970G002,101T4033G001,1744.7017999979998,2463.0,6246.741599949002
367A5970G002,101T4533G001,14624.940819999025,2688.0,16818.55099998901
367A5970G002,109L6636G001,7426.479000000002,423.0,9128.798999999999
367A5970G002,146E2580G011,62717.80249999806,114.0,68521.969300002
367A5970G002,146E4344G001,37030.07150000101,1173.0,41582.294700012004
367A5970G002,177D9583G006,256594.10320001672,3059.1300000000015,257075.80320022168
367A5970G002,398A5388G001,311.46,9.0,428.46
367A5970G002,398A5389G001,1500.694300002,165.0,2825.569900005
367A5970G002,398A5392G001,154.79999999999998,9.0,154.79999999999998
367A5970G002,398A5419G001,404.58999999900004,9.0,404.58999999900004
367A5970G003,101T1200G001,20172.783599996998,7887.0,34430.266199975995
367A5970G003,101T1748G001,93.68350000199999,195.0,824.3235000419999
367A5970G003,101T1952G001,1481.7500000010002,102.0,2540.9900000280004
367A5970G003,101T2554G001,4784.766800001,45.0,4807.2368000040005
367A5970G003,101T3575G001,110.658200001,66.0,123.52820000399998
367A5970G003,101T4033G001,1744.7017999979998,2463.0,6246.741599949002
367A5970G003,101T4533G001,14624.940819999025,2688.0,16818.55099998901
367A5970G003,146E2580G011,62717.80249999806,114.0,68521.969300002
367A5970G003,146E4344G001,37030.07150000101,1173.0,41582.294700012004
367A5970G003,146E4708G001,3995.182399998,282.0,5542.926099971998
367A5970G003,177D9583G006,256594.10320001672,3059.1300000000015,257075.80320022168
367A5970G003,398A5388G001,311.46,9.0,428.46
367A5970G003,398A5389G001,1500.694300002,165.0,2825.569900005
367A5970G003,398A5392G001,154.79999999999998,9.0,154.79999999999998
367A5970G003,398A5419G001,404.58999999900004,9.0,404.58999999900004
367A5970G007,101T9158G002,268110.02296666795,695.98,402905.5322806951
367A5970G007,102T8803G002,265369.552366667,452.0,447393.27193334315
367A5979G004,104L4736G008,30841.7274,204.0,32653.479999934003
367A5979G005,104L4736G008,30841.7274,204.0,32653.479999934003
367A5979G005,143E3937G001,215.011500001,360.0,2209.576533343
367A5984G001,137E2242G002,14588.851866668001,341.0,36260.33183333899
367A5987G003,100T1067G003,519917.08939999767,2731.7654999999995,865492.5420999953
367A5987G003,108L4955G001,9725.000000001,15.0,14960.000000004
367A5991G007,398A1185G007,20702.573333334,33.0,33663.073333334
367A5991G008,100T4144G002,1118.1439999999998,1102.0,1578.0000003
367A5991G008,108L4955G001,6483.333333334,10.0,9973.333333335999
367A5991G008,143E4458G005,55487.052733334014,2650.0012799999995,188344.85774457466
367A5991G010,100T4144G002,559.072,551.0,789.00000015
367A5991G010,108L4955G001,6483.333333334,10.0,9973.333333335999
367A5991G011,100T7631G0001,101283.0,4.0,101283.0
367A5991G013,241C2882G014,17127.300166666995,847.0,29111.717766666996
367A5991G015,125T0589G0001,44930.534319998944,12330.0,69511.39550033696
367A5991G015,372A4840P024,58960.909199999995,3.0,58960.909199999995
367A5995G005,100T4144G002,2236.2880000000005,2204.0,3156.000000600001
367A5995G005,108L4955G001,12966.666666668,20.0,19946.666666671998
367A5995G005,121T0046G0002,154081.58573333547,5456.0,194200.11733333615
367A5997G006,114T8603P0001,146800.0,1.0,146800.0
367A5997G006,114T8745P0001,177200.0,1.0,177200.0
367A5997G007,101T9158G002,1072440.0918666723,2783.92,1611622.1291227797
367A5997G007,102T8803G002,1061478.2094666676,1808.0,1789573.0877333714
367A5997G007,104T3739G0001,255035.983700001,213.0,259907.49899999407
367A5997G007,114T8044G001,63274.93666666405,480.24,390865.0121333474
367A5997G007,204D3242G003,4284697.512159939,5852.0,4289229.056799996
367A5997G007,314B7170G025,879691.8537333364,2220.0,1757436.6242669118
367A5997G008,100T0911G001,41.162399999,91.0008,670.881799984
367A5997G008,114T8603P0001,146800.0,1.0,146800.0
367A5997G008,114T8745P0001,177200.0,1.0,177200.0
367A5998G009,112T2357G0003,2783978.068433337,3805.991299999998,2537803.9529427504
367A5998G010,110T1272G0001,1091.4133333319999,28.0,3274.239999996
367A5998G010,241C2882G014,68509.20066666804,3388.0,116446.87106666795
367A5998G010A,110T1272G0001,818.559999999,21.0,2455.679999997
367A5998G010A,241C2882G014,51381.90050000098,2541.0,87335.15330000098
367A5998G010B,110T1272G0001,818.559999999,21.0,2455.679999997
367A5998G010B,241C2882G014,51381.90050000098,2541.0,87335.15330000098
367A6001G002,137E2242G002,14588.851866668001,341.0,36260.33183333899
367A6001G010,100T4144G002,1677.2159999999997,1653.0,2367.0000004500002
367A6001G010,108L4955G001,9725.000000001,15.0,14960.000000004
367A6001G010,143E4458G005,83230.57910000105,3975.001919999999,282517.286616862
367A6002G013,104T8619G001,1212.5972066660004,915.0,2207.044913366
367A6002G013,110T6093G0003,102224.0,14.0,102224.0
367A6002G013,110T6416G0002,22413.592759997984,6188.0,28426.590893726025
367A6002G013,241C2882G014,51381.90050000098,2541.0,87335.15330000098
367A6002G013,ENC1537,3243.6200000010003,3.0,3243.6200000010003
367A6003G001,166D1533G010,28416.012000002003,1020.00001,39896.75240002601
367A6010G005,120T1969G0001,8085.675466664001,308.0,11970.683733280002
367A6010G005,143E4239G003,8447.50546666799,1540.0,20032.144533336013
367A6010G005,143E5244G004,220029.28280000406,840.0,228730.9062666318
367A6014G006,100T4144G002,1118.1439999999998,1102.0,1578.0000003
367A6014G006,106T7717G001,94257.78706666808,3026.0,115627.21559996397
367A6014G006,111L4183G001,50328.25,5.0,50328.25
367A6014G006,111L5036G001,103206.0,10.0,103206.0
367A6014G006,133E8555G001,26268.967099994992,1300.8899999999999,26931.727199987992
367A6014G006,146E6501G001,305.1500000009999,30.0,394.380000003
367A6014G007,100T4144G002,559.072,551.0,789.00000015
367A6014G007,106T7717G001,47128.893533334,1513.0,57813.607799982
367A6014G007,111L4183G001,50328.25,5.0,50328.25
367A6014G007,111L5036G001,51603.0,5.0,51603.0
367A6014G007,146E6501G001,203.433333334,20.0,262.920000002
367A6014G008,133E8555G001,8756.322366664996,433.62999999999994,8977.242399995997
367A6015G006,138E6928G001,5487.059466666001,1777.0,10245.26003333
367A6016G002,101T1327G001,101299.58220000101,300.0,216236.18340003098
367A6017G001,104L4736G003,6266.3940666670005,204.0,8078.146666601
367A6017G001,106L1045G003,4580.769700000999,42.36,4844.276133333999
367A6017G005,398A1185G004,25995.668266668,48.0,44658.788266667994
367A6018G005,100T6851G009,415412.8117333319,630.0,804631.176266544
367A6018G005,104T5622G0002,527706.2775333341,1006.0,1023239.027533456
367A6018G005,137E2531G003,911536.4517333291,1985.7622399999964,1056903.008466539
367A6018G005,146E4033G002,811996.539799998,772.0,820263.1631999961
367A6018G005,147E3315G002,330249.967466664,762.0,342056.34159997606
367A6018G005,214D1621G001,62299.97906666802,272.0,69023.52426667204
367A6018G006,100T4144G002,7827.008000000002,7714.0,11046.000002100001
367A6018G006,108L4955G001,45383.333333338,70.0,69813.333333352
367A6018G006,121T0046G0002,462244.75720000936,16368.0,582600.3520000073
367A6018G006,241C2882G014,188400.30183333735,9317.0,320228.89543333766
367A6018G007,100T4144G002,5031.648000000001,4959.0,7101.000001349994
367A6018G007,108L4955G001,29175.000000002998,45.0,44880.000000012
367A6018G007,121T0046G0002,308163.1714666729,10912.0,388400.234666671
367A6018G007,241C2882G014,137018.40133333625,6776.0,232893.74213333626
367A6018G008,100T4144G002,4472.576000000001,4408.0,6312.000001199995
367A6018G008,108L4955G001,25933.333333336,40.0,39893.333333343995
367A6018G008,121T0046G0002,308163.1714666729,10912.0,388400.234666671
367A6018G008,241C2882G014,137018.40133333625,6776.0,232893.74213333626
367A6018G009,108L4955G001,29175.000000002998,45.0,44880.000000012
367A6018G009,121T0046G0002,346683.567900007,12276.0,436950.2640000049
367A6018G009,241C2882G014,119891.10116666902,5929.0,203782.02436666927
367A6029G001,323E1424G002,18867.29276667499,352.0004,3529.4668485903344
367A6030G003,112T9875G0015,75370.92846667196,852.0,137594.58626691
367A6039G001,117E8205G008,9547.195933333001,101.0,57801.267433331006
367A6039G001,357A1826G043,4425.730533333999,184.0,5510.149000049999
367A6039G002,117E8205G008,9547.195933333001,101.0,57801.267433331006
367A6039G002,357A1826G043,4425.730533333999,184.0,5510.149000049999
367A6039G003,117E8205G008,9547.195933333001,101.0,57801.267433331006
367A6039G004,117E8205G008,9547.195933333001,101.0,57801.267433331006
367A6040G006,104T4955G001,157047.6450333309,3207.573990000002,324001.1557333307
367A6041G002,114T8044G001,79093.67083333005,580.3000000000005,366151.5251666843
367A6044G017,109T8510G0004,2497081.2255999986,3132.0,2635411.174266694
367A6051G001,277A2917P001,62511.03989999896,91.0,63912.95339999898
367A6051G005,111E3164G001,12674.027033334001,422.0,15542.247200002003
367A6051G005,111E3165G001,6993.266500000001,170.0,9476.420000000006
367A6051G007,101T9058G003,6123.055133333,40.00101,47183.287133333
367A6051G007,111E3164G001,6337.013516667001,211.0,7771.123600000999
367A6051G007,111E3165G001,3496.6332500000003,85.0,4738.21
367A6051G007,145E7963G001,22584.082399999996,34.0,23692.164733334
367A6051G007,227C5789G001,1549.6077999999998,9.0,1550.4816999999998
367A6054G002,137E2242G002,14588.851866668001,341.0,36260.33183333899
367A6054G006,100T5950G003,540649.2264999959,7933.765500000008,1394496.5100999828
367A6054G006,108L4955G001,9725.000000001,15.0,14960.000000004
367A6054G006,146E2096G027,22136929.353900094,10132.04999999999,23217751.417967632
367A6054G009,100T6852G011,2930361.953733333,472.0,2939742.2734666565
367A6054G009,101T7359G026,7058724.235933328,3387.349999999999,7418998.257289197
367A6054G09,100T6852G011,2930361.953733333,470.0,1483254.857466657
367A6054G09,101T7359G026,7058724.235933328,3385.349999999999,5161838.0219891975
367A6055G009,137E2242G002,14588.851866668001,341.0,36260.33183333899
367A6055G014,108L4955G001,9725.000000001,15.0,14960.000000004
367A6055G016,108L4955G001,6483.333333334,10.0,9973.333333335999
367A6055G020,334A4470P002,15205.0,1.0,15205.0
367A6055G022,100T8376G011,6153823.465899999,8866.0,12534347.58509999
367A6055G022,102T9909G0001,384223.22353332804,3783.0,478438.763833236
367A6055G022,109T4375G0001,314540.30759999994,60.0,314540.30759999994
367A6055G022,111T3883G0001,6408990.102899999,9813.056000000002,6462818.874599997
367A6055G022,112T5600G0001,1283616.0,54.0,1283616.0
367A6055G022,115T2726G0001,3542377.6982000005,3476.0,3564174.7537000002
367A6055G022,115T6696G0025,12168856.775166703,25604.149999999994,21724601.118366044
367A6055G022,116E5252G008,5015059.845333327,7400.0,5172383.135000145
367A6055G022,117T5159G0002,81513.27917333736,30998.0,128940.49234180407
367A6055G022,118T4972G0001,217290.77223334796,54483.0,273956.68263347994
367A6055G022,119T4240G0002,315199.8586666503,2590.0,2675050.1606667773
367A6055G022,120T4314G0001,24208.748999991003,18702.0,33396.68969993696
367A6055G022,143E4615G011,7465704.756766728,11800.800000000047,7733253.327433509
367A6055G022,146E1405G002,222897.51199999973,1692.7599999999893,237948.6579998903
367A6055G022,231D2651G003,272204.97520000814,2052.0,305958.7664000401
367A6055G022,813L1362G015,54831.16773332802,5644.0,211246.4757330078
367A6055G023,100T6852G011,5860723.907466672,944.0,5879484.546933325
367A6055G023,101T7359G013,13975750.947133338,6754.699999999999,14696298.989845054
367A6055G024,100T8376G011,6153823.465899999,8866.0,12534347.58509999
367A6055G024,109T4375G0001,235905.23069999996,45.0,235905.23069999996
367A6055G024,111T3883G0001,6408990.102899999,9813.056000000002,6462818.874599997
367A6055G024,112T5600G0001,1283616.0,54.0,1283616.0
367A6055G024,115T2726G0001,3542377.6982000005,3476.0,3564174.7537000002
367A6055G024,115T6696G0025,11062597.068333367,23276.499999999996,19749637.380332768
367A6055G024,116E5252G008,4513553.860799998,6660.0,4655144.821500131
367A6055G024,117T5159G0002,59282.384853336145,22544.0,93774.903521312
367A6055G024,118T4972G0001,177783.359100012,44577.0,224146.37670012002
367A6055G024,119T4240G0002,315199.8586666503,2590.0,2675050.1606667773
367A6055G024,120T4314G0001,24208.748999991003,18702.0,33396.68969993696
367A6055G024,122T0831P001,270.0,2.0,270.0
367A6055G024,143E4615G011,7465704.756766728,11800.800000000047,7733253.327433509
367A6055G024,146E1405G002,200607.76079999976,1523.4839999999904,214153.79219990128
367A6055G024,231D2651G003,249521.227266674,1881.0,280462.2025333701
367A6055G024,813L1362G015,54831.16773332802,5644.0,211246.4757330078
367A6055G024A,100T8376G011,2237753.9876,3224.0,4557944.5764000015
367A6055G024A,109T4375G0001,104846.7692,20.0,104846.7692
367A6055G024A,111T3883G0001,2330541.8556000004,3568.384,2350115.954400001
367A6055G024A,112T5600G0001,570496.0,24.0,570496.0
367A6055G024A,115T2726G0001,1288137.3447999998,1264.0,1296063.5468
367A6055G024A,115T6696G0025,4425038.827333341,9310.599999999999,7899854.952133103
367A6055G024A,116E5252G008,2006023.9381333317,2960.0,2068953.254000046
367A6055G024A,117T5159G0002,29641.19242666797,11272.0,46887.451760656026
367A6055G024A,118T4972G0001,79014.82626667203,19812.0,99620.61186672
367A6055G024A,119T4240G0002,126079.94346665991,1036.0,1070020.0642667026
367A6055G024A,120T4314G0001,10759.443999996001,8312.0,14842.973199972002
367A6055G024A,143E4615G011,2714801.7297333283,4291.200000000017,2812092.1190666896
367A6055G024A,146E1405G002,89159.00479999995,677.1040000000003,95179.46319995595
367A6055G024A,231D2651G003,90734.99173333599,684.0,101986.25546668
367A6055G024A,813L1362G015,27415.583866663947,2822.0,105623.23786650386
367A6057G002,133E8836G007,3445.924533332,299.0,4404.806199997999
367A6057G009,106T4174G0001,188219.50769999993,633.0,303810.0447000002
367A6057G011,101T6894G010,1826223.7509000003,778.0,3513556.3587000007
367A6057G011,144E8823G005,943511.623733333,402.0,1840498.398833272
367A6062G004,112E1499G003,5703.8375666659995,252.0,14436.306033333001
367A6062G004,117E3000G001,23762.479300001003,247.0,81063.25146669599
367A6062G011,124T4784P001,225.35,2.0,225.35
367A6062G011,224B9190G001,3.166666667,5.0,12.666666668
367A6064G003,109T7018G0001,14582.897433334005,438.0,17451.117600002006
367A6064G003,142D4929G0105,143505.38286667204,1138.2400599999999,152632.8692214767
367A6064G004,109T7018G0001,21794.860950000995,651.0,26097.191200003
367A6064G004,142D4929G0105,215258.07430000821,1707.3600899999994,228949.30383221508
367A6064G005,142D4929G0105,143505.38286667204,1138.2400599999999,152632.8692214767
367A6064G007,119E2094G031,346572.7534666656,1232.12,492430.33826663374
367A6065G003,100T4144G002,1118.1439999999998,1102.0,1578.0000003
367A6065G003,100T6006G001,6160.330399996,670.0,8682.805999975993
367A6065G003,108L4955G001,6483.333333334,10.0,9973.333333335999
367A6065G003,131E4974G004,2155.518733333,230.0,10768.529399944
367A6065G003,133E8555G001,8756.322366664996,433.62999999999994,8977.242399995997
367A6065G005,100T6006G001,3080.1651999979995,335.0,4341.402999988
